,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
1595,RT @Trafico_ZMG: Un hombre en presunto estado de ebriedad se encuentra dormido frente a un supermercado ubicado en el Camino Real a Colima…,FALSE,0,#N/D,4/22/2023 17:55:16,FALSE,#N/D,1649834267470602241,#N/D,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",chiomaye,25,TRUE,FALSE,#N/D,#N/D
1596,Un hombre en presunto estado de ebriedad se encuentra dormido frente a un supermercado ubicado en el Camino Real a… https://t.co/Pa5umnAK4L,FALSE,139,#N/D,4/22/2023 17:54:35,TRUE,#N/D,1649834096304988160,#N/D,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Trafico_ZMG,25,FALSE,FALSE,#N/D,#N/D
1597,@EnriqueAlfaroR Y no piensan arreglar la vialidad de camino real a Colima? Está llena de baches y es muy buena alte… https://t.co/jWMVnSJdr5,FALSE,0,EnriqueAlfaroR,4/22/2023 14:45:37,TRUE,1649236752362610693,1649786540912943104,113709009,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AdrianiskyF,0,FALSE,FALSE,#N/D,#N/D
1598,"Son insuficientes.
Debido a las pocas rutas de transporte por López Mateos y Camino Real a Colima, el Secretario de… https://t.co/yqppKjVycT",FALSE,3,#N/D,4/22/2023 13:45:53,TRUE,#N/D,1649771509341143040,#N/D,"<a href=""https://www.reforma.com"" rel=""nofollow"">GR_Feed</a>",muralcom,0,FALSE,FALSE,#N/D,#N/D
1599,"Vía @muralcom Son insuficientes.
Debido a las pocas rutas de transporte por López Mateos y Camino Real a Colima, el… https://t.co/GdOrJAeUl3",FALSE,0,#N/D,4/22/2023 11:02:34,TRUE,#N/D,1649730408739643392,#N/D,"<a href=""https://www.reforma.com"" rel=""nofollow"">GR_Feed</a>",mangelhdez,0,FALSE,FALSE,#N/D,#N/D
1600,"Vía @muralcom Son insuficientes.
Debido a las pocas rutas de transporte por López Mateos y Camino Real a Colima, el… https://t.co/Uv0vNhrchf",FALSE,0,#N/D,4/22/2023 11:02:34,TRUE,#N/D,1649730408030846977,#N/D,"<a href=""https://www.reforma.com"" rel=""nofollow"">GR_Feed</a>",edithfalcon,0,FALSE,FALSE,#N/D,#N/D
1601,"RT @DamianAndradeCh: Para mejorar el caos vial de López Mateos, Enrique Alfaro anunció la construcción de:

1.- La ampliación de la Línea 1…",FALSE,0,#N/D,4/22/2023 0:04:55,FALSE,#N/D,1649564906096656385,#N/D,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",argievelez,1,TRUE,FALSE,#N/D,#N/D
1602,@EnriqueAlfaroR Camino real a Colima necesita una repavimentación urgente.,FALSE,5,EnriqueAlfaroR,4/21/2023 22:08:48,FALSE,1649486981951356929,1649535685517357057,113709009,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MigueBC5,0,FALSE,FALSE,#N/D,#N/D
1603,"RT @Trafico_ZMG: Se han formado socavones debido a una fuga de agua ubicada en Camino real a Colima e Independencia, en Tonalá.

Pedimos a…",FALSE,0,#N/D,4/21/2023 21:03:38,FALSE,#N/D,1649519284224393216,#N/D,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",GinaG_Telmex,4,TRUE,FALSE,#N/D,#N/D
1604,RT @NuevaGaliciaRes: Hoy al mediodía el gobernador anunció que buscará que se amplíe la Línea 1 del Tren Ligero para que pase por Camino Re…,FALSE,0,#N/D,4/21/2023 20:23:20,FALSE,#N/D,1649509140094484486,#N/D,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RescateAvGPE,3,TRUE,FALSE,#N/D,#N/D
1605,@EnriqueAlfaroR De acuerdo con restructuración de Camino Real A Colima y ya dejen de construir viviendas y escuelas en el Sur,FALSE,1,EnriqueAlfaroR,4/21/2023 19:03:34,FALSE,1649486981951356929,1649489069531967488,113709009,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Fifi_Pelusi_57,0,FALSE,FALSE,#N/D,#N/D
1606,"RT @EnriqueAlfaroR: Se hará un Sistema Vial Mariano Otero, sin afectar al bosque La Primavera, que conecte con López Mateos, donde se ampli…",FALSE,0,#N/D,4/21/2023 18:31:31,FALSE,#N/D,1649481002501152795,#N/D,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",LuisHMartinezC,10,TRUE,FALSE,#N/D,#N/D
1607,"RT @EnriqueAlfaroR: Se hará un Sistema Vial Mariano Otero, sin afectar al bosque La Primavera, que conecte con López Mateos, donde se ampli…",FALSE,0,#N/D,4/21/2023 17:41:07,FALSE,#N/D,1649468320561733634,#N/D,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Ruan9Fernando,10,TRUE,FALSE,#N/D,#N/D
1608,RT @NuevaGaliciaRes: Hoy al mediodía el gobernador anunció que buscará que se amplíe la Línea 1 del Tren Ligero para que pase por Camino Re…,FALSE,0,#N/D,4/21/2023 16:13:37,FALSE,#N/D,1649446299572264962,#N/D,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",conVIVEgdl,3,TRUE,FALSE,#N/D,#N/D
1609,"Para mejorar el caos vial de López Mateos, Enrique Alfaro anunció la construcción de:

1.- La ampliación de la Líne… https://t.co/Jm4NVMoiFi",FALSE,3,#N/D,4/21/2023 14:07:26,TRUE,#N/D,1649414544970612736,#N/D,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DamianAndradeCh,1,FALSE,FALSE,#N/D,#N/D
1610,Alistan proyectos de interconectividad vial en: Prolongación Mariano Otero; la ampliación a 6 carriles de López Mat… https://t.co/5sYuqpQlYj,FALSE,9,#N/D,4/21/2023 11:34:41,TRUE,#N/D,1649376104602390530,#N/D,"<a href=""https://www.reforma.com"" rel=""nofollow"">GR_Feed</a>",muralcom,1,FALSE,FALSE,#N/D,#N/D
1611,Vía @muralcom Alistan proyectos de interconectividad vial en: Prolongación Mariano Otero; la ampliación a 6 carrile… https://t.co/lBF1KWgC0i,FALSE,0,#N/D,4/21/2023 11:02:31,TRUE,#N/D,1649368009243230208,#N/D,"<a href=""https://www.reforma.com"" rel=""nofollow"">GR_Feed</a>",mangelhdez,0,FALSE,FALSE,#N/D,#N/D
1612,Vía @muralcom Alistan proyectos de interconectividad vial en: Prolongación Mariano Otero; la ampliación a 6 carrile… https://t.co/2KrZIMwJf2,FALSE,0,#N/D,4/21/2023 11:02:31,TRUE,#N/D,1649368008446418949,#N/D,"<a href=""https://www.reforma.com"" rel=""nofollow"">GR_Feed</a>",edithfalcon,0,FALSE,FALSE,#N/D,#N/D
1613,Mi descubrimiento favorito con todo esto del tren es qué hay una vía llamada Camino Real a Colima. Me siento en tiempos coloniales. ??,FALSE,11,#N/D,4/21/2023 5:03:55,FALSE,#N/D,1649277764548083714,#N/D,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",gonzalpi,0,FALSE,FALSE,#N/D,#N/D
1614,"RT @hederzona3: Anuncia el Gobernador Enrique Alfaro, para el problema de congestionamientos en López Mateos,se invertirán 100MDP para un p…",FALSE,0,#N/D,4/21/2023 4:56:00,FALSE,#N/D,1649275771087732736,#N/D,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",moydavila,2,TRUE,FALSE,#N/D,#N/D
1615,"Interesante obra, tengo una prima que vive por camino real a colima, le va a quedar muy padre esa ampliación. https://t.co/svlMOvyOr9",FALSE,0,#N/D,4/21/2023 4:17:44,FALSE,#N/D,1649266140873359360,#N/D,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Monic_moral,0,FALSE,FALSE,#N/D,#N/D
1616,@EnriqueAlfaroR Gobernador @EnriqueAlfaroR le faltó considerar en su proyecto de movilidad el corredor metropolitan… https://t.co/jiKDGU449B,FALSE,0,EnriqueAlfaroR,4/21/2023 3:53:07,TRUE,1649236747539165185,1649259946486145025,113709009,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",vic_ramost,0,FALSE,FALSE,#N/D,#N/D
1617,"RT @EnriqueAlfaroR: Se hará un Sistema Vial Mariano Otero, sin afectar al bosque La Primavera, que conecte con López Mateos, donde se ampli…",FALSE,0,#N/D,4/21/2023 3:20:33,FALSE,#N/D,1649251750241615874,#N/D,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RafaBarriosD,10,TRUE,FALSE,#N/D,#N/D
1618,"RT @EnriqueAlfaroR: Se hará un Sistema Vial Mariano Otero, sin afectar al bosque La Primavera, que conecte con López Mateos, donde se ampli…",FALSE,0,#N/D,4/21/2023 3:03:09,FALSE,#N/D,1649247373120663552,#N/D,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",fjgatlas,10,TRUE,FALSE,#N/D,#N/D
1619,"Se hará un Sistema Vial Mariano Otero, sin afectar al bosque La Primavera, que conecte con López Mateos, donde se a… https://t.co/l1b4my4aHO",FALSE,77,EnriqueAlfaroR,4/21/2023 2:20:57,TRUE,1649236750160543746,1649236752362610693,113709009,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",EnriqueAlfaroR,10,FALSE,FALSE,#N/D,#N/D
1620,"Ya había hecho la propuesta en caso de que hubiera BRT en Av. Camino Real a Colima, pero igual se puede aplicar la… https://t.co/Wv1ITCzIPM",FALSE,1,#N/D,4/21/2023 1:47:33,TRUE,#N/D,1649228345173843970,#N/D,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",GZendrero,0,FALSE,FALSE,#N/D,#N/D
1621,"También la interconectividad vial Camino Real a Colima, con la rehabilitación y conservación periódica de dicha via… https://t.co/Ee797PQfUc",FALSE,1,ReneCaroGomez,4/21/2023 0:32:04,TRUE,1649209348227231745,1649209351276462082,1575230469137891349,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",ReneCaroGomez,0,FALSE,FALSE,#N/D,#N/D
1622,"En el eje de Transporte público, se contempla la operación a partir de noviembre de 2023 de una nueva ruta Troncal… https://t.co/kWOMY6RN6H",FALSE,1,ReneCaroGomez,4/21/2023 0:32:02,TRUE,1649209339083730946,1649209341885521921,1575230469137891349,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",ReneCaroGomez,0,FALSE,FALSE,#N/D,#N/D
1623,"RT @Trafico_ZMG: Se han formado socavones debido a una fuga de agua ubicada en Camino real a Colima e Independencia, en Tonalá.

Pedimos a…",FALSE,0,#N/D,4/21/2023 0:27:13,FALSE,#N/D,1649208130964979716,#N/D,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",ferisaac,4,TRUE,FALSE,#N/D,#N/D
1624,"RT @Libro_negro_: ?? - Resumen sobre la conferencia del @GobiernoJalisco para apaciguar el tráfico en López Mateos. 

⭕️ Ampliación de la lí…",FALSE,0,#N/D,4/20/2023 23:50:46,FALSE,#N/D,1649198956000288769,#N/D,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CerezasAlLicor,8,TRUE,FALSE,#N/D,#N/D
1625,"#ZONALocal | La ruta Sur número 1 partirá de López Mateos y Periférico hacia Avenida Colón, posteriormente Camino R… https://t.co/iMWGGf81dk",FALSE,1,#N/D,4/20/2023 23:20:00,TRUE,#N/D,1649191212493021187,#N/D,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",zona3noticias,0,FALSE,FALSE,#N/D,#N/D
1626,"RT @Trafico_ZMG: Se han formado socavones debido a una fuga de agua ubicada en Camino real a Colima e Independencia, en Tonalá.

Pedimos a…",FALSE,0,#N/D,4/20/2023 23:04:03,FALSE,#N/D,1649187198238072832,#N/D,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",jesusmora8a,4,TRUE,FALSE,#N/D,#N/D
1627,"RT @Trafico_ZMG: Se han formado socavones debido a una fuga de agua ubicada en Camino real a Colima e Independencia, en Tonalá.

Pedimos a…",FALSE,0,#N/D,4/20/2023 23:00:13,FALSE,#N/D,1649186235720630273,#N/D,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Fernanorivera99,4,TRUE,FALSE,#N/D,#N/D
1628,"Se han formado socavones debido a una fuga de agua ubicada en Camino real a Colima e Independencia, en Tonalá.

Ped… https://t.co/FnsboRr4Ha",FALSE,22,#N/D,4/20/2023 22:55:10,TRUE,#N/D,1649184965383557120,#N/D,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Trafico_ZMG,4,FALSE,FALSE,#N/D,#N/D
1629,"RT @omar_comunica: Para remediar el problema de López Mateos, el Gobierno de Jalisco invertirá 100 MP para hacer un proyecto ejecutivo de a…",FALSE,0,#N/D,4/20/2023 22:40:07,FALSE,#N/D,1649181175301259264,#N/D,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CaroHuizar,15,TRUE,FALSE,#N/D,#N/D
1630,"#ZONALocal | El Gobernador de Jalisco, @EnriqueAlfaroR  anunció la ampliación de la Línea 1 del Mi Tren por todo Ca… https://t.co/M6VtJo8jgU",FALSE,1,#N/D,4/20/2023 22:20:00,TRUE,#N/D,1649176113636315137,#N/D,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",zona3noticias,0,FALSE,FALSE,#N/D,#N/D
1631,"RT @omar_comunica: Para remediar el problema de López Mateos, el Gobierno de Jalisco invertirá 100 MP para hacer un proyecto ejecutivo de a…",FALSE,0,#N/D,4/20/2023 22:05:13,FALSE,#N/D,1649172394160926720,#N/D,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",monkeymanlawyer,15,TRUE,FALSE,#N/D,#N/D
1632,"RT @omar_comunica: Para remediar el problema de López Mateos, el Gobierno de Jalisco invertirá 100 MP para hacer un proyecto ejecutivo de a…",FALSE,0,#N/D,4/20/2023 21:44:57,FALSE,#N/D,1649167295460315146,#N/D,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",pamjayg,15,TRUE,FALSE,#N/D,#N/D
1633,"RT @omar_comunica: Para remediar el problema de López Mateos, el Gobierno de Jalisco invertirá 100 MP para hacer un proyecto ejecutivo de a…",FALSE,0,#N/D,4/20/2023 21:44:08,FALSE,#N/D,1649167086323896320,#N/D,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_sofiestrada,15,TRUE,FALSE,#N/D,#N/D
1634,"RT @omar_comunica: Para remediar el problema de López Mateos, el Gobierno de Jalisco invertirá 100 MP para hacer un proyecto ejecutivo de a…",FALSE,0,#N/D,4/20/2023 21:34:58,FALSE,#N/D,1649164780526084098,#N/D,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Memoletras,15,TRUE,FALSE,#N/D,#N/D
1635,RT @NuevaGaliciaRes: Hoy al mediodía el gobernador anunció que buscará que se amplíe la Línea 1 del Tren Ligero para que pase por Camino Re…,FALSE,0,#N/D,4/20/2023 21:34:53,FALSE,#N/D,1649164761743994888,#N/D,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Memoletras,3,TRUE,FALSE,#N/D,#N/D
1636,"RT @hederzona3: Anuncia el Gobernador Enrique Alfaro, para el problema de congestionamientos en López Mateos,se invertirán 100MDP para un p…",FALSE,0,#N/D,4/20/2023 21:31:25,FALSE,#N/D,1649163886321364993,#N/D,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",JEDUARDOCARRANZ,2,TRUE,FALSE,#N/D,#N/D
1637,"Anuncia el Gobernador Enrique Alfaro, para el problema de congestionamientos en López Mateos,se invertirán 100MDP p… https://t.co/J2tZsLqr9Q",FALSE,11,#N/D,4/20/2023 20:57:45,TRUE,#N/D,1649155416528437250,#N/D,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",hederzona3,2,FALSE,FALSE,#N/D,#N/D
